System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
113 3000.00 1040.08 32.582099 0.9679783905723019 0.972772 -381817.007500 85.018163 12.426971 44.094291 -120.558105 1172.977112 -13.444 -13.444 2.608967 3.083453 3.439 n/a n/a
105 5000.00 1054.86 32.425961 0.9675398954504100 0.971860 -375523.904323 84.815597 12.118179 43.802727 -100.762067 1118.974918 -12.810 -12.810 2.663917 3.086616 3.326 n/a n/a
118 1000.00 1014.99 30.851238 0.9676046199933193 0.973736 -369984.577646 80.179974 12.190429 41.747596 -139.692697 1192.405351 -13.688 -13.688 2.514839 3.121622 3.790 n/a n/a
95 7000.00 1060.43 31.218055 0.9667592019566288 0.970648 -358580.548165 81.682768 11.496648 42.037008 -81.527411 1060.335838 -12.500 -12.500 2.704525 3.075206 3.302 n/a n/a
114 3000.00 1035.07 31.548361 0.9646326099473763 0.970401 -370275.327943 82.238803 12.067035 42.612990 -118.374304 1142.828806 -13.629 -13.629 2.598884 3.123950 3.494 n/a n/a
119 1000.00 1009.99 29.860898 0.9687372063952645 0.974723 -359219.375579 77.588744 11.848861 40.377080 -137.655600 1166.170714 -13.853 -13.853 2.504672 3.116976 3.848 n/a n/a
106 5000.00 1049.87 31.383042 0.9685195812082941 0.972719 -363984.881535 82.054221 11.756941 42.357940 -98.755665 1091.143668 -13.048 -13.048 2.657796 3.080234 3.362 n/a n/a
115 3000.00 1030.06 30.441695 0.9642624874871377 0.970206 -358377.360018 79.331861 11.689727 41.080177 -116.205680 1112.910553 -13.798 -13.798 2.588188 3.123620 3.551 n/a n/a
120 1000.00 1005.00 28.936477 0.9698106592562313 0.975656 -349174.150139 75.167403 11.529323 39.099699 -135.724458 1141.733155 -14.016 -14.016 2.494779 3.112476 3.904 n/a n/a
96 7000.00 1055.39 30.196515 0.9673528984037288 0.971187 -347345.153277 78.976589 11.144299 40.618962 -79.670206 1032.860118 -12.722 -12.722 2.698897 3.070110 3.338 n/a n/a
116 3000.00 1025.05 29.362918 0.9655520391292186 0.971366 -346845.854020 76.517780 11.322695 39.607458 -114.146670 1084.879329 -13.965 -13.965 2.577758 3.119854 3.606 n/a n/a
121 1000.00 1000.00 28.072034 0.9708296051568575 0.976539 -339782.622513 72.900616 11.229847 37.906854 -133.890502 1118.919041 -14.177 -14.177 2.485155 3.108090 3.958 n/a n/a
117 3000.00 1020.04 28.360575 0.9667751758094532 0.972462 -336132.093358 73.900742 10.980987 38.236761 -112.207352 1058.749259 -14.131 -14.131 2.567595 3.116023 3.659 n/a n/a
97 7000.00 1050.36 29.226881 0.9682365928733112 0.971987 -336657.338262 76.410423 10.809259 39.277169 -77.907200 1007.114901 -12.939 -12.939 2.693442 3.065872 3.373 n/a n/a
108 5000.00 1039.90 29.484298 0.9702189059707874 0.974224 -342943.631893 77.020766 11.096747 39.731448 -95.032648 1040.693432 -13.521 -13.521 2.646099 3.069854 3.427 n/a n/a
118 3000.00 1015.03 27.427466 0.9679363745065995 0.973497 -326157.341999 71.462112 10.662224 36.962147 -110.377460 1034.446782 -14.296 -14.296 2.557702 3.112160 3.711 n/a n/a
98 7000.00 1045.32 28.314751 0.9690400302909824 0.972721 -326593.296667 73.995074 10.493384 38.016467 -76.231052 982.949721 -13.153 -13.153 2.688133 3.062408 3.407 n/a n/a
109 5000.00 1034.91 28.615907 0.9697006670177076 0.973807 -333318.751247 74.709916 10.792887 38.517283 -93.255912 1017.208371 -13.758 -13.758 2.640186 3.067071 3.463 n/a n/a
119 3000.00 1010.02 26.557222 0.9688157127916233 0.974294 -316853.710715 69.184331 10.364149 35.771333 -108.638815 1011.679475 -14.459 -14.459 2.548005 3.108471 3.762 n/a n/a
99 7000.00 1040.29 27.454365 0.9697707259545933 0.973394 -317093.157762 71.715719 10.194818 36.832546 -74.634523 960.316150 -13.361 -13.361 2.682949 3.059679 3.438 n/a n/a
120 3000.00 1005.01 25.742041 0.9687689680868777 0.974324 -308141.536719 67.044947 10.083762 34.643660 -106.955698 989.916431 -14.622 -14.622 2.538266 3.105169 3.817 n/a n/a
110 5000.00 1029.92 27.763590 0.9701354944987534 0.974237 -323854.698988 72.452600 10.495086 37.330840 -91.555614 994.769194 -13.992 -13.992 2.634253 3.066501 3.499 n/a n/a
100 7000.00 1035.25 26.640698 0.9704335634649066 0.974010 -308104.484966 69.559421 9.911938 35.710746 -73.109894 938.849696 -13.566 -13.566 2.677869 3.057635 3.468 n/a n/a
121 3000.00 1000.00 24.952323 0.9698192930366019 0.975250 -299670.286958 64.981956 9.812249 33.559707 -105.360041 969.521131 -14.783 -14.783 2.528817 3.100945 3.870 n/a n/a
111 5000.00 1024.94 26.951137 0.9640901242423522 0.969671 -314912.817597 70.246068 10.212733 36.158716 -89.810481 970.415003 -14.148 -14.148 2.623785 3.124600 3.555 n/a n/a
101 7000.00 1030.22 25.869308 0.9710352665454849 0.974576 -299580.621537 67.514748 9.643301 34.648745 -71.651607 918.543814 -13.765 -13.765 2.672872 3.056281 3.497 n/a n/a
112 5000.00 1019.95 25.997589 0.9655263139408589 0.970954 -304901.759887 67.772308 9.891311 34.864902 -88.103461 946.219713 -14.305 -14.305 2.613633 3.119506 3.609 n/a n/a
102 7000.00 1025.18 25.136313 0.9715793831828625 0.975095 -291480.792209 65.571685 9.387643 33.641102 -70.254319 899.291736 -13.959 -13.959 2.667941 3.055618 3.524 n/a n/a
113 5000.00 1014.96 25.115634 0.9667831329239945 0.972090 -295631.183514 65.480414 9.593204 33.668124 -86.501059 923.783431 -14.462 -14.462 2.603772 3.115882 3.661 n/a n/a
114 5000.00 1009.97 24.295663 0.9680022112856725 0.973146 -287005.834894 63.346015 9.315174 32.556950 -84.988362 903.045964 -14.583 -14.583 2.594396 3.107746 3.710 n/a n/a
115 5000.00 1004.99 23.534032 0.9690524622604467 0.974080 -278942.454239 61.358791 9.055533 31.523780 -83.555443 883.721484 -14.670 -14.670 2.585442 3.102976 3.757 n/a n/a
103 7000.00 1020.14 24.438248 0.9673856406656394 0.972017 -283820.576022 63.681109 9.145469 32.652448 -68.881222 879.063930 -14.082 -14.082 2.659439 3.114398 3.569 n/a n/a
116 5000.00 1000.00 22.821505 0.9700510568173020 0.974985 -271362.467584 59.498181 8.811960 30.556952 -82.198076 865.537092 -14.752 -14.752 2.576728 3.100602 3.802 n/a n/a
104 7000.00 1015.11 23.657043 0.9662107053144111 0.971141 -275626.544005 61.629264 8.881809 31.587771 -67.487005 858.382589 -14.171 -14.171 2.650017 3.118555 3.616 n/a n/a
105 7000.00 1010.07 22.873536 0.9673293102405265 0.972181 -267463.565338 59.594716 8.618238 30.535504 -66.153073 838.607062 -14.255 -14.255 2.640839 3.117007 3.661 n/a n/a
106 7000.00 1005.04 22.142103 0.9683561270355010 0.973139 -259833.910107 57.693389 8.371680 29.553251 -64.896281 820.107976 -14.336 -14.336 2.631883 3.115798 3.705 n/a n/a
107 7000.00 1000.00 21.457317 0.9656198371750409 0.973139 -259833.910107 57.693389 8.371680 29.553251 -64.896281 820.107976 -14.422 -14.422 2.543280 3.280531 3.757 n/a n/a
